[2025-05-05 17:09:23.471] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.81
[2025-05-05 18:26:42.170] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.8
[2025-05-05 18:26:42.273] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.8
[2025-05-05 18:26:42.274] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.8
[2025-05-05 18:26:42.390] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.91
[2025-05-05 18:26:42.393] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.91
[2025-05-05 18:26:42.499] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.77
[2025-05-05 18:26:42.501] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.77
[2025-05-05 18:26:42.516] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.8
[2025-05-05 18:26:42.518] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.8
[2025-05-05 18:26:42.607] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.86
[2025-05-05 18:26:42.610] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.86
[2025-05-05 18:26:42.704] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.87
[2025-05-05 18:26:42.705] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.87
[2025-05-05 18:26:42.837] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.94
[2025-05-05 18:26:42.839] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.94
[2025-05-05 18:26:42.929] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.84
[2025-05-05 18:26:42.930] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.84
[2025-05-05 18:26:43.026] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.74
[2025-05-05 18:26:43.026] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.74
[2025-05-05 18:26:43.051] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.91
[2025-05-05 18:26:43.052] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.91
[2025-05-05 18:26:43.144] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.8
[2025-05-05 18:26:43.145] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.8
[2025-05-05 18:26:43.261] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.77
[2025-05-05 18:26:43.264] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.77
[2025-05-05 18:26:43.367] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.7
[2025-05-05 18:26:43.368] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.7
[2025-05-05 18:26:43.473] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.7
[2025-05-05 18:26:43.474] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.7
[2025-05-05 18:26:43.536] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.84
[2025-05-05 18:26:43.537] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.84
[2025-05-05 18:26:43.587] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.93
[2025-05-05 18:26:43.590] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.93
[2025-05-05 18:26:43.692] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.81
[2025-05-05 18:26:43.694] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.81
[2025-05-05 18:26:43.806] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.7
[2025-05-05 18:26:43.808] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.7
[2025-05-05 18:26:43.918] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.88
[2025-05-05 18:26:43.921] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.88
[2025-05-05 18:26:44.024] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.73
[2025-05-05 18:26:44.026] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.73
[2025-05-05 18:26:44.036] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.71
[2025-05-05 18:26:44.038] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.71
[2025-05-05 18:26:44.118] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.9
[2025-05-05 18:26:44.119] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.9
[2025-05-05 18:26:44.240] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.72
[2025-05-05 18:26:44.242] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.72
[2025-05-05 18:26:44.363] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.79
[2025-05-05 18:26:44.365] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.79
[2025-05-05 18:26:44.467] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.95
[2025-05-05 18:26:44.469] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.95
[2025-05-05 18:26:44.546] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.72
[2025-05-05 18:26:44.547] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.72
[2025-05-05 18:26:44.568] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.9
[2025-05-05 18:26:44.569] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.9
[2025-05-05 18:26:44.686] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.86
[2025-05-05 18:26:44.688] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.86
[2025-05-05 18:26:44.797] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.94
[2025-05-05 18:26:44.799] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.94
[2025-05-05 18:26:44.911] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.85
[2025-05-05 18:26:44.914] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.85
[2025-05-05 18:26:45.012] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.85
[2025-05-05 18:26:45.014] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.85
[2025-05-05 18:26:45.035] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.77
[2025-05-05 18:26:45.036] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.77
[2025-05-05 18:26:45.126] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.84
[2025-05-05 18:26:45.129] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.84
[2025-05-05 18:26:45.232] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.92
[2025-05-05 18:26:45.234] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.92
[2025-05-05 18:26:45.343] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.9
[2025-05-05 18:26:45.346] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.9
[2025-05-05 18:26:45.448] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.86
[2025-05-05 18:26:45.451] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.86
[2025-05-05 18:26:45.544] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.91
[2025-05-05 18:26:45.547] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.91
[2025-05-05 18:26:45.571] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.91
[2025-05-05 18:26:45.572] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.91
[2025-05-05 18:26:45.781] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.83
[2025-05-05 18:26:45.783] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.83
[2025-05-05 18:26:45.886] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.81
[2025-05-05 18:26:45.887] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.81
[2025-05-05 18:26:45.991] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.82
[2025-05-05 18:26:45.993] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.82
[2025-05-05 18:26:46.046] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.83
[2025-05-05 18:26:46.048] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.83
[2025-05-05 18:26:46.090] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.87
[2025-05-05 18:26:46.090] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.87
[2025-05-05 18:26:46.211] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.77
[2025-05-05 18:26:46.213] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.77
[2025-05-05 18:26:46.318] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.92
[2025-05-05 18:26:46.321] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.92
[2025-05-05 18:26:46.425] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.77
[2025-05-05 18:26:46.426] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.77
[2025-05-05 18:26:46.536] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.89
[2025-05-05 18:26:46.538] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.89
[2025-05-05 18:26:46.555] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.89
[2025-05-05 18:26:46.556] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.89
[2025-05-05 18:26:46.792] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.75
[2025-05-05 18:26:46.794] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.75
[2025-05-05 18:26:46.870] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.8
[2025-05-05 18:26:46.873] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.8
[2025-05-05 18:26:46.967] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.86
[2025-05-05 18:26:46.969] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.86
[2025-05-05 18:26:47.043] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.88
[2025-05-05 18:26:47.043] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.88
[2025-05-05 18:26:47.085] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.92
[2025-05-05 18:26:47.086] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.92
[2025-05-05 18:26:47.192] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.9
[2025-05-05 18:26:47.192] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.9
[2025-05-05 18:26:47.311] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.76
[2025-05-05 18:26:47.313] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.76
[2025-05-05 18:26:47.423] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.77
[2025-05-05 18:26:47.426] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.77
[2025-05-05 18:26:47.590] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.78
[2025-05-05 18:26:47.591] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.78
[2025-05-05 18:26:47.642] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.76
[2025-05-05 18:26:47.644] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.76
[2025-05-05 18:26:47.753] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.93
[2025-05-05 18:26:47.755] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.93
[2025-05-05 18:26:47.861] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.71
[2025-05-05 18:26:47.863] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.71
[2025-05-05 18:26:47.952] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.87
[2025-05-05 18:26:47.953] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.87
[2025-05-05 18:26:48.057] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.88
[2025-05-05 18:26:48.058] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.88
[2025-05-05 18:26:48.074] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.81
[2025-05-05 18:26:48.075] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.81
[2025-05-05 18:26:48.282] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.79
[2025-05-05 18:26:48.284] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.79
[2025-05-05 18:26:48.414] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.75
[2025-05-05 18:26:48.416] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.75
[2025-05-05 18:26:48.504] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.85
[2025-05-05 18:26:48.505] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.85
[2025-05-05 18:26:48.556] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.93
[2025-05-05 18:26:48.558] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.93
[2025-05-05 18:26:48.622] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.79
[2025-05-05 18:26:48.623] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.79
[2025-05-05 18:26:48.743] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.95
[2025-05-05 18:26:48.745] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.95
[2025-05-05 18:26:48.850] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.83
[2025-05-05 18:26:48.852] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.83
[2025-05-05 18:26:48.945] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.87
[2025-05-05 18:26:48.946] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.87
[2025-05-05 18:26:49.058] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.78
[2025-05-05 18:26:49.059] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.78
[2025-05-05 18:26:49.089] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.83
[2025-05-05 18:26:49.090] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.83
[2025-05-05 18:26:49.286] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.84
[2025-05-05 18:26:49.289] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.84
[2025-05-05 18:26:49.379] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.76
[2025-05-05 18:26:49.381] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.76
[2025-05-05 18:26:49.497] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.8
[2025-05-05 18:26:49.499] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.8
[2025-05-05 18:26:49.588] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.7
[2025-05-05 18:26:49.590] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.7
[2025-05-05 18:26:49.601] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.79
[2025-05-05 18:26:49.602] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.79
[2025-05-05 18:26:49.720] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.83
[2025-05-05 18:26:49.723] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.83
[2025-05-05 18:26:49.821] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.82
[2025-05-05 18:26:49.823] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.82
[2025-05-05 18:26:49.941] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.76
[2025-05-05 18:26:49.944] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.76
[2025-05-05 18:26:50.048] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.72
[2025-05-05 18:26:50.048] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.72
[2025-05-05 18:26:50.060] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.88
[2025-05-05 18:26:50.061] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.88
[2025-05-05 18:26:50.158] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.84
[2025-05-05 18:26:50.160] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.84
[2025-05-05 18:26:50.267] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.91
[2025-05-05 18:26:50.268] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.91
[2025-05-05 18:26:50.371] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.77
[2025-05-05 18:26:50.375] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.77
[2025-05-05 18:26:50.474] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.75
[2025-05-05 18:26:50.476] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.75
[2025-05-05 18:26:50.586] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.86
[2025-05-05 18:26:50.588] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.86
[2025-05-05 18:26:50.623] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.73
[2025-05-05 18:26:50.624] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.73
[2025-05-05 18:26:50.804] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.89
[2025-05-05 18:26:50.807] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.89
[2025-05-05 18:26:50.912] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.82
[2025-05-05 18:26:50.913] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.82
[2025-05-05 18:26:51.025] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.94
[2025-05-05 18:26:51.027] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.94
[2025-05-05 18:26:51.088] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.86
[2025-05-05 18:26:51.089] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.86
[2025-05-05 18:26:51.142] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.73
[2025-05-05 18:26:51.143] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.73
[2025-05-05 18:26:51.248] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.84
[2025-05-05 18:26:51.249] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.84
[2025-05-05 18:26:51.361] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.94
[2025-05-05 18:26:51.362] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.94
[2025-05-05 18:26:51.470] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.9
[2025-05-05 18:26:51.472] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.9
[2025-05-05 18:26:51.597] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.94
[2025-05-05 18:26:51.600] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.94
[2025-05-05 18:26:51.697] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.77
[2025-05-05 18:26:51.700] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.77
[2025-05-05 18:26:51.794] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.73
[2025-05-05 18:26:51.796] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.73
[2025-05-05 18:26:51.894] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.81
[2025-05-05 18:26:51.895] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.81
[2025-05-05 18:26:52.008] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.82
[2025-05-05 18:26:52.009] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.82
[2025-05-05 18:26:52.095] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.8
[2025-05-05 18:26:52.098] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.8
[2025-05-05 18:26:52.124] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.77
[2025-05-05 18:26:52.125] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.77
[2025-05-05 18:26:52.326] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.75
[2025-05-05 18:26:52.332] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.75
[2025-05-05 18:26:52.440] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.93
[2025-05-05 18:26:52.441] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.93
[2025-05-05 18:26:52.550] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.89
[2025-05-05 18:26:52.552] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.89
[2025-05-05 18:26:52.594] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.93
[2025-05-05 18:26:52.595] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.93
[2025-05-05 18:26:52.675] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.8
[2025-05-05 18:26:52.676] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.8
[2025-05-05 18:26:52.767] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.73
[2025-05-05 18:26:52.768] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.73
[2025-05-05 18:26:52.894] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.8
[2025-05-05 18:26:52.895] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.8
[2025-05-05 18:26:52.993] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.81
[2025-05-05 18:26:52.994] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.81
[2025-05-05 18:26:53.089] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.78
[2025-05-05 18:26:53.091] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.78
[2025-05-05 18:26:53.110] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.9
[2025-05-05 18:26:53.111] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.9
[2025-05-05 18:26:53.319] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.74
[2025-05-05 18:26:53.321] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.74
[2025-05-05 18:26:53.420] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.93
[2025-05-05 18:26:53.421] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.93
[2025-05-05 18:26:53.542] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.93
[2025-05-05 18:26:53.544] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.93
[2025-05-05 18:26:53.576] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.84
[2025-05-05 18:26:53.577] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.84
[2025-05-05 18:26:53.637] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.92
[2025-05-05 18:26:53.638] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.92
[2025-05-05 18:26:53.774] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.72
[2025-05-05 18:26:53.776] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.72
[2025-05-05 18:26:53.902] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.75
[2025-05-05 18:26:53.905] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.75
[2025-05-05 18:26:54.010] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.85
[2025-05-05 18:26:54.011] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.85
[2025-05-05 18:26:54.115] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.82
[2025-05-05 18:26:54.119] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.82
[2025-05-05 18:26:54.140] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.73
[2025-05-05 18:26:54.142] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.73
[2025-05-05 18:26:54.335] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.75
[2025-05-05 18:26:54.339] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.75
[2025-05-05 18:26:54.457] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.91
[2025-05-05 18:26:54.459] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.91
[2025-05-05 18:26:54.552] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.88
[2025-05-05 18:26:54.554] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.88
[2025-05-05 18:26:54.624] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.88
[2025-05-05 18:26:54.626] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.88
[2025-05-05 18:26:54.768] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.75
[2025-05-05 18:26:54.771] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.75
[2025-05-05 18:26:54.879] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.84
[2025-05-05 18:26:54.879] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.84
[2025-05-05 18:26:54.974] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.88
[2025-05-05 18:26:54.974] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.88
[2025-05-05 18:26:55.086] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.79
[2025-05-05 18:26:55.087] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.79
[2025-05-05 18:26:55.122] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.72
[2025-05-05 18:26:55.123] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.72
[2025-05-05 18:26:55.194] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.94
[2025-05-05 18:26:55.195] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.94
[2025-05-05 18:26:55.312] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.91
[2025-05-05 18:26:55.314] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.91
[2025-05-05 18:26:55.426] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.94
[2025-05-05 18:26:55.427] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.94
[2025-05-05 18:26:55.613] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.94
[2025-05-05 18:26:55.613] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.94
[2025-05-05 18:26:55.620] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.95
[2025-05-05 18:26:55.620] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.95
[2025-05-05 18:26:55.760] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.85
[2025-05-05 18:26:55.761] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.85
[2025-05-05 18:26:55.851] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.73
[2025-05-05 18:26:55.853] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.73
[2025-05-05 18:26:55.959] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.86
[2025-05-05 18:26:55.960] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.86
[2025-05-05 18:26:56.077] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.83
[2025-05-05 18:26:56.078] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.83
[2025-05-05 18:26:56.105] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.74
[2025-05-05 18:26:56.106] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.74
[2025-05-05 18:26:56.183] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.88
[2025-05-05 18:26:56.184] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.88
[2025-05-05 18:26:56.294] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.84
