[2025-05-11 15:58:44.402] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.97
[2025-05-11 16:31:19.035] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.85
[2025-05-11 16:31:20.052] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.94
[2025-05-11 16:31:20.057] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.94
[2025-05-11 16:31:21.133] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.76
[2025-05-11 16:31:21.135] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.76
[2025-05-11 16:31:22.140] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.9
[2025-05-11 16:31:22.145] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.9
[2025-05-11 16:31:23.170] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.81
[2025-05-11 16:31:23.178] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.81
[2025-05-11 16:31:24.233] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.83
[2025-05-11 16:31:24.240] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.83
[2025-05-11 16:31:25.322] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.79
[2025-05-11 16:31:25.324] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.79
[2025-05-11 16:31:26.415] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.8
[2025-05-11 16:31:26.418] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.8
[2025-05-11 16:31:27.507] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.97
[2025-05-11 16:31:27.509] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.97
[2025-05-11 16:31:28.616] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.97
[2025-05-11 16:31:29.659] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.77
[2025-05-11 16:31:29.661] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.77
[2025-05-11 16:31:30.667] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.76
[2025-05-11 16:31:30.669] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.76
[2025-05-11 16:31:31.683] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.94
[2025-05-11 16:31:31.685] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.94
[2025-05-11 16:31:32.686] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.8
[2025-05-11 16:31:32.692] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.8
[2025-05-11 16:31:33.755] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.83
[2025-05-11 16:31:33.757] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.83
[2025-05-11 16:31:34.878] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.91
[2025-05-11 16:31:34.887] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.91
[2025-05-11 16:31:35.967] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.96
[2025-05-11 16:31:35.972] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.96
[2025-05-11 16:31:37.045] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.91
[2025-05-11 16:31:37.048] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.91
[2025-05-11 16:31:38.049] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.91
[2025-05-11 16:31:39.135] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.9
[2025-05-11 16:31:39.145] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.9
[2025-05-11 16:31:40.152] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.94
[2025-05-11 16:31:40.163] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.94
[2025-05-11 16:31:41.167] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.88
[2025-05-11 16:31:41.169] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.88
[2025-05-11 16:31:42.343] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.8
[2025-05-11 16:31:42.345] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.8
[2025-05-11 16:31:43.444] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.85
[2025-05-11 16:31:43.450] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.85
[2025-05-11 16:31:44.634] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.95
[2025-05-11 16:31:44.638] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.95
[2025-05-11 16:31:45.658] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.77
[2025-05-11 16:31:45.660] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.77
[2025-05-11 16:31:46.710] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.96
[2025-05-11 16:31:46.712] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.96
[2025-05-11 16:31:47.719] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.83
[2025-05-11 16:31:47.736] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.83
[2025-05-11 16:31:48.787] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.76
[2025-05-11 16:31:48.791] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.76
[2025-05-11 16:31:49.892] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.9
[2025-05-11 16:31:49.896] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.9
[2025-05-11 16:32:23.586] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.81
[2025-05-11 16:32:23.586] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.81
[2025-05-11 16:32:24.687] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.77
[2025-05-11 16:32:24.688] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.77
[2025-05-11 16:32:25.773] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.76
[2025-05-11 16:32:25.773] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.76
[2025-05-11 16:32:26.875] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.8
[2025-05-11 16:32:26.875] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.8
[2025-05-11 16:32:27.997] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.95
[2025-05-11 16:32:27.998] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.95
[2025-05-11 16:32:29.173] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.86
[2025-05-11 16:32:29.174] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.86
[2025-05-11 16:32:30.273] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.85
[2025-05-11 16:32:30.274] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.85
[2025-05-11 16:32:31.361] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.87
[2025-05-11 16:32:31.361] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.87
[2025-05-11 16:32:32.448] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.84
[2025-05-11 16:32:32.448] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.84
[2025-05-11 16:32:33.589] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.95
[2025-05-11 16:32:33.590] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.95
[2025-05-11 16:32:34.653] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.89
[2025-05-11 16:32:34.653] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.89
[2025-05-11 16:32:35.732] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.88
[2025-05-11 16:32:35.732] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.88
[2025-05-11 16:32:36.782] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.84
[2025-05-11 16:32:36.783] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.84
[2025-05-11 16:32:37.814] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.75
[2025-05-11 16:32:37.815] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.75
[2025-05-11 16:32:38.911] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.8
[2025-05-11 16:32:38.912] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.8
[2025-05-11 16:32:40.034] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.85
[2025-05-11 16:32:40.035] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.85
[2025-05-11 16:32:41.230] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.8
[2025-05-11 16:32:41.231] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.8
[2025-05-11 16:32:42.289] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.98
[2025-05-11 16:32:42.290] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.98
[2025-05-11 16:32:43.404] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.76
[2025-05-11 16:32:43.404] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.76
[2025-05-11 16:32:44.490] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.84
[2025-05-11 16:32:44.490] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.84
[2025-05-11 16:32:45.580] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.78
[2025-05-11 16:32:45.580] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.78
[2025-05-11 16:32:46.684] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.95
[2025-05-11 16:32:46.685] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.95
[2025-05-11 16:32:47.769] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.76
[2025-05-11 16:32:47.769] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.76
[2025-05-11 16:32:48.779] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.92
[2025-05-11 16:32:48.780] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.92
[2025-05-11 16:32:49.777] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.82
[2025-05-11 16:32:49.777] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.82
[2025-05-11 16:32:50.778] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.81
[2025-05-11 16:32:50.779] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.81
[2025-05-11 16:32:51.813] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.75
[2025-05-11 16:32:51.814] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.75
[2025-05-11 16:32:52.918] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.94
[2025-05-11 16:32:52.920] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.94
[2025-05-11 16:32:53.993] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.79
[2025-05-11 16:32:53.994] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.79
[2025-05-11 16:32:55.087] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.95
[2025-05-11 16:32:55.087] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.95
[2025-05-11 16:32:56.188] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.95
[2025-05-11 16:32:57.286] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.89
[2025-05-11 16:32:57.287] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.89
[2025-05-11 16:32:58.400] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.86
[2025-05-11 16:32:58.401] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.86
[2025-05-11 16:32:59.466] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.8
[2025-05-11 16:32:59.467] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.8
[2025-05-11 16:33:00.653] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.93
[2025-05-11 16:33:00.654] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.93
[2025-05-11 16:33:01.672] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.82
[2025-05-11 16:33:01.674] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.82
[2025-05-11 16:33:02.754] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.8
[2025-05-11 16:33:02.755] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.8
[2025-05-11 16:33:03.773] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.77
[2025-05-11 16:33:03.774] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.77
[2025-05-11 16:33:04.828] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.93
[2025-05-11 16:33:04.829] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.93
[2025-05-11 16:33:05.840] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.84
[2025-05-11 16:33:05.841] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.84
[2025-05-11 16:33:06.905] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.88
[2025-05-11 16:33:06.907] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.88
[2025-05-11 16:33:08.025] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.96
[2025-05-11 16:33:08.027] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.96
[2025-05-11 16:33:09.109] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.9
[2025-05-11 16:33:09.110] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.9
[2025-05-11 16:33:10.201] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.79
[2025-05-11 16:33:10.202] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.79
[2025-05-11 16:33:11.274] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.81
[2025-05-11 16:33:11.275] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.81
[2025-05-11 16:33:12.483] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.87
[2025-05-11 16:33:12.484] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.87
[2025-05-11 16:33:13.581] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.86
[2025-05-11 16:33:13.582] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.86
[2025-05-11 16:33:14.699] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.91
[2025-05-11 16:33:14.699] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.91
[2025-05-11 16:33:15.769] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.92
[2025-05-11 16:33:15.770] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.92
[2025-05-11 16:33:16.778] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.97
[2025-05-11 16:33:16.778] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.97
[2025-05-11 16:33:17.775] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.93
[2025-05-11 16:33:17.776] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.93
[2025-05-11 16:33:18.784] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.86
[2025-05-11 16:33:18.784] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.86
[2025-05-11 16:33:19.816] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.8
[2025-05-11 16:33:19.816] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.8
[2025-05-11 16:33:20.926] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.82
[2025-05-11 16:33:20.927] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.82
[2025-05-11 16:33:22.003] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.95
[2025-05-11 16:33:22.004] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.95
[2025-05-11 16:33:23.099] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.79
[2025-05-11 16:33:23.100] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.79
[2025-05-11 16:33:24.182] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.88
[2025-05-11 16:33:24.183] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.88
[2025-05-11 16:33:25.289] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.83
[2025-05-11 16:33:25.290] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.83
[2025-05-11 16:33:26.278] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.9
[2025-05-11 16:33:26.279] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.9
[2025-05-11 16:33:27.474] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.77
[2025-05-11 16:33:27.474] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.77
[2025-05-11 16:33:28.562] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.84
[2025-05-11 16:33:28.562] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.84
[2025-05-11 16:33:29.648] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.8
[2025-05-11 16:33:29.648] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.8
[2025-05-11 16:33:30.756] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.78
[2025-05-11 16:33:30.756] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.78
[2025-05-11 16:33:31.774] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.89
[2025-05-11 16:33:31.775] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.89
[2025-05-11 16:33:32.776] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.79
[2025-05-11 16:33:32.777] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.79
[2025-05-11 16:33:33.805] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.84
[2025-05-11 16:33:33.806] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.84
[2025-05-11 16:33:34.923] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.77
[2025-05-11 16:33:34.924] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.77
[2025-05-11 16:33:36.022] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.76
[2025-05-11 16:33:36.023] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.76
[2025-05-11 16:33:37.130] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.8
[2025-05-11 16:33:37.131] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.8
[2025-05-11 16:33:38.211] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.82
[2025-05-11 16:33:38.212] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.82
[2025-05-11 16:33:39.279] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.8
[2025-05-11 16:33:39.279] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.8
[2025-05-11 16:33:40.291] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.91
[2025-05-11 16:33:40.291] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.91
[2025-05-11 16:33:41.377] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.91
[2025-05-11 16:33:42.485] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.8
[2025-05-11 16:33:42.486] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.8
[2025-05-11 16:33:43.564] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.78
[2025-05-11 16:33:43.564] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.78
[2025-05-11 16:33:44.648] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.84
[2025-05-11 16:33:44.648] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.84
[2025-05-11 16:33:45.761] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.82
[2025-05-11 16:33:45.761] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.82
[2025-05-11 16:33:46.782] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.81
[2025-05-11 16:33:46.783] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.81
[2025-05-11 16:33:47.812] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.79
[2025-05-11 16:33:47.813] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.79
[2025-05-11 16:33:48.924] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.9
[2025-05-11 16:33:48.925] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.9
[2025-05-11 16:33:50.017] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.89
[2025-05-11 16:33:50.017] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.89
[2025-05-11 16:33:51.104] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.81
[2025-05-11 16:33:51.105] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.81
[2025-05-11 16:33:52.199] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.91
[2025-05-11 16:33:52.199] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.91
[2025-05-11 16:33:53.274] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.82
[2025-05-11 16:33:53.275] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.82
[2025-05-11 16:33:54.384] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.78
[2025-05-11 16:33:54.384] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.78
[2025-05-11 16:33:55.485] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.84
[2025-05-11 16:33:55.486] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.84
[2025-05-11 16:33:56.553] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.83
[2025-05-11 16:33:56.553] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.83
[2025-05-11 16:33:57.775] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.94
[2025-05-11 16:33:57.775] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.94
[2025-05-11 16:33:58.807] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.92
[2025-05-11 16:33:58.807] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.92
[2025-05-11 16:33:59.857] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.79
[2025-05-11 16:33:59.858] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.79
